SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,id,Indegree,IsSingleNode,moduland_bridgeness,moduland_overlap,Module_Color,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
637,5.55806636,0.00104496,0.17991869,0.5,17,8,K14248,4,FALSE,98.07793427,4.752404213,0,K14248,36.5,4,4,FALSE,0,K14248,53796000
642,4.56006865,5.22E-04,0.21929494,0.79698582,16,87,K14245,40,FALSE,1.450284958,4.360363007,0,K14245,80.16666667,47,39,FALSE,0,K14245,26897994
643,4.56006865,5.22E-04,0.21929494,0.79698582,16,87,K14246,40,FALSE,1.450284958,4.360363007,0,K14246,80.16666667,47,39,FALSE,0,K14246,26897994
644,4.56006865,5.22E-04,0.21929494,0.79698582,16,87,K14247,40,FALSE,1.450284958,4.360363007,0,K14247,80.16666667,47,39,FALSE,0,K14247,26897994
645,6.55720824,5.23E-04,0.15250393,0,18,4,K14249,2,FALSE,5.92213583,3.824631929,232,K14249,2.5,2,2,FALSE,0,K14249,26898002
646,7.5569222,0,0.13232901,0,19,2,K14250,1,FALSE,0,1,232,K14250,2,1,1,FALSE,0,K14250,0
647,4.56092677,0,0.21925368,0.82978723,16,85,K14244,39,FALSE,1.416720033,4.360355854,0,K14244,81.80851064,46,38,FALSE,0,K14244,0
651,3,0.00127635,0.33333333,0.93780488,5,41,K15316,40,FALSE,192.6197968,3.971090078,0,K15316,86.17073171,1,0,FALSE,0,K15316,20726115
652,2.5,0.00102139,0.4,0,4,2,K17643,1,FALSE,2.365781069,3.974545956,231,K17643,21.5,1,0,FALSE,0,K17643,16580896
653,2,7.66E-04,0.5,0,3,2,K17644,1,FALSE,0,1,231,K17644,2,1,0,FALSE,0,K17644,12435675
654,1.5,5.11E-04,0.66666667,0,2,2,K17645,1,FALSE,0,1,231,K17645,2,1,0,FALSE,0,K17645,8290452
655,1,2.56E-04,1,0,1,2,K17652,1,FALSE,1.166666985,1.931138992,231,K17652,2.5,1,0,FALSE,0,K17652,4145227
656,0,0,0,0.33333333,0,3,K17646,3,FALSE,0.833333015,1.346124053,205,K17646,2,0,0,FALSE,0,K17646,0
657,1,0,1,0.5,1,3,K17648,1,FALSE,0,1,205,K17648,2.5,2,1,FALSE,0,K17648,0
658,1,0,1,0.5,1,3,K17647,1,FALSE,0,1,205,K17647,2.5,2,1,FALSE,0,K17647,0
659,6.92769363,0,0.14434818,0,18,1,K17649,0,FALSE,0,1,245,K17649,2,1,0,FALSE,0,K17649,0
660,5.92938822,2.68E-04,0.16865146,0,17,2,K17650,1,FALSE,5.963714123,4.172241211,245,K17650,3.5,1,0,FALSE,0,K17650,160842
661,4.93079783,5.35E-04,0.20280694,0.3,16,6,K17651,1,FALSE,218.0712128,5.301114082,54,K17651,29,5,0,FALSE,0,K17651,321682
662,3.84754005,0.00249485,0.25990633,0.58325025,15,223,K11262,108,FALSE,2.335808992,3.5830791,0,K11262,107.5714286,115,104,FALSE,0,K11262,132427063
663,4.53432494,3.15E-04,0.22053999,0.5,16,15,K17755,10,FALSE,0.357486993,8.577454567,70,K17755,26.09090909,5,4,FALSE,0,K17755,1278514
664,4.22683066,4.30E-06,0.23658388,0.76900585,14,35,K12235,16,FALSE,1.96468699,6.014180183,0,K12235,56.84210526,19,16,FALSE,0,K12235,4618
665,7.58867277,0,0.13177535,1,19,4,K10674,2,FALSE,0.024738999,8.355430603,141,K10674,3,2,2,FALSE,0,K10674,0
666,4.57265446,1.66E-04,0.21869135,0.58888889,16,12,K00499,7,FALSE,0.063785002,6.814947128,70,K00499,26,5,2,FALSE,0,K00499,780445
667,6.58953089,2.61E-04,0.15175587,0.33333333,18,6,K06720,3,FALSE,0.055663001,8.355430603,141,K06720,3.333333333,3,3,FALSE,0,K06720,1650951
668,5.5909611,7.83E-04,0.17886012,0.5,17,9,K06718,4,FALSE,0.318787009,8.357093811,141,K06718,7.8,5,4,FALSE,0,K06718,3301896
669,4.64101831,0.00231504,0.21546995,0.46969697,16,22,K00836,10,FALSE,5.089104176,8.280976295,141,K00836,24.25,12,10,FALSE,0,K00836,5765285
670,4.55463387,6.13E-04,0.21955662,0.49090909,16,19,K00108,10,FALSE,0.163920999,6.996075153,70,K00108,24.18181818,9,8,FALSE,0,K00108,1662538
671,4.53432494,1.11E-05,0.22053999,0.7,16,11,K00130,6,FALSE,0.356927007,10.71134186,70,K00130,33.66666667,5,5,FALSE,0,K00130,5052
672,4.22168192,3.09E-04,0.23687242,0.6005291,15,56,K15788,28,FALSE,2.380325079,9.069208145,0,K15788,43.60714286,28,28,FALSE,0,K15788,974786
673,4.09954233,0.0011322,0.24392967,0.37566138,15,49,K00544,24,FALSE,11.15033245,9.47465992,0,K00544,54.46428571,25,21,FALSE,0,K00544,2171269
674,3.63644165,0.01232783,0.2749941,0.30221548,13,272,K00830,134,FALSE,23.93193245,3.76494503,0,K00830,83.63513514,138,124,FALSE,0,K00830,269128033
675,5.38901602,3.06E-04,0.18556263,0.5,15,8,K00542,4,FALSE,6.99E-04,4.161487103,0,K00542,25.25,4,4,FALSE,0,K00542,354329
676,4.52374142,2.88E-04,0.22105596,0.88235294,16,34,K00058,17,FALSE,0.622691989,7.438947201,53,K00058,32.82352941,17,17,FALSE,0,K00058,440652
677,4.01287185,5.05E-04,0.24919809,0.47093023,14,84,K00018,44,FALSE,8.191390038,6.361948013,0,K00018,72.97727273,40,40,FALSE,0,K00018,2509433
678,4.85583524,7.29E-05,0.20593779,0.81818182,14,22,K00315,11,FALSE,0.035882,4.382825851,0,K00315,37.18181818,11,11,FALSE,0,K00315,169923
679,4.0145881,6.87E-04,0.24909156,0.39043716,14,89,K01697,29,FALSE,19.54367638,6.731396198,0,K01697,72.42622951,60,28,FALSE,0,K01697,1304404
680,3.73483982,0.00168794,0.2677491,0.47366633,14,199,K01758,100,FALSE,8.455160141,4.523803234,0,K01758,103.4311927,99,90,FALSE,0,K01758,10687967
681,4.23483982,7.07E-04,0.23613644,0.5942029,13,80,K01620,35,FALSE,0.174436003,3.911523104,0,K01620,66.2826087,45,34,FALSE,0,K01620,718594
682,4.56235698,0.00407818,0.21918495,0.30839727,15,96,K00613,64,FALSE,26.56770134,5.282463074,0,K00613,55.1884058,32,27,FALSE,0,K00613,5163038
683,4.37843249,4.45E-05,0.22839224,0.65062389,15,56,K00928,25,FALSE,3.128063917,6.313893795,16,K00928,77,31,22,FALSE,0,K00928,243988
684,4.66533181,5.72E-04,0.21434703,0.19642857,15,13,K00831,5,FALSE,3.847774982,8.732711792,0,K00831,22.375,8,5,FALSE,0,K00831,1172358
685,4.23369565,7.94E-04,0.23620026,0.65697674,13,78,K00306,35,FALSE,0.176520005,3.938426971,0,K00306,66.81818182,43,34,FALSE,0,K00306,3840649
686,4.23398169,2.72E-04,0.2361843,0.68826135,13,76,K00314,34,FALSE,0.171987996,3.938427925,0,K00314,68.37209302,42,33,FALSE,0,K00314,3047121
687,4.21967963,4.19E-04,0.23698482,0.68947368,14,36,K01079,16,FALSE,2.067173958,6.154518127,0,K01079,51.05,20,16,FALSE,0,K01079,1534438
688,3.88729977,0.00935537,0.25724798,0.26687257,13,173,K00600,84,FALSE,71.01190948,4.913400173,0,K00600,57.96808511,89,79,FALSE,0,K00600,94811179
689,3.66475973,0.00887202,0.27286919,0.3775823,14,205,K01754,87,FALSE,34.75808716,3.947483063,0,K01754,91.43902439,118,82,FALSE,0,K01754,24787863
690,4.02374142,0.00360443,0.24852492,0.38341858,13,119,K00273,58,FALSE,139.3309784,4.077207088,0,K00273,71.50724638,61,50,FALSE,0,K00273,56009080
691,4.58953089,2.23E-04,0.21788719,0.29090909,14,18,K01733,9,FALSE,0.844951987,5.883625031,0,K01733,22.54545455,9,7,FALSE,0,K01733,324797
692,3.62442792,0.01753922,0.27590561,0.26052574,13,351,K14272,177,FALSE,19.59938812,4.240661144,0,K14272,89.58333333,174,159,FALSE,0,K14272,330065855
693,4.59754005,6.10E-07,0.21750762,0.57142857,14,12,K15789,5,FALSE,1.17E-04,3.978929043,0,K15789,34.28571429,7,5,FALSE,0,K15789,57
694,4.24227689,8.44E-05,0.23572247,0.69744483,13,74,K00639,33,FALSE,0.166398004,3.938429117,0,K00639,69.23809524,41,32,FALSE,0,K00639,80428
695,4.63644165,1.03E-04,0.21568265,0.59090909,16,19,K00133,9,FALSE,3.752281904,8.624233246,16,K00133,32.90909091,10,8,FALSE,0,K00133,111183
696,3.67477117,0.00348666,0.27212579,0.43223102,14,189,K01752,80,FALSE,22.34879112,3.953094006,0,K01752,96.97368421,109,75,FALSE,0,K01752,14707343
697,4.87213959,1.13E-05,0.20524864,0.82142857,15,16,K00872,8,FALSE,3.868736029,9.482946396,0,K00872,21.125,8,8,FALSE,0,K00872,9241
698,4.00886728,6.51E-04,0.24944702,0.34629454,13,154,K00281,33,FALSE,8.184069633,3.819030046,0,K00281,83.77868852,121,32,FALSE,0,K00281,15683098
699,4.2256865,0.02460667,0.23664794,0.69512195,13,74,K00643,33,FALSE,0.154559001,4.048778057,0,K00643,69.04761905,41,32,FALSE,0,K00643,1050393122
700,4.56350114,1.85E-04,0.21913,0.51098901,15,25,K00003,12,FALSE,17.08486748,10.24751091,0,K00003,23.85714286,13,11,FALSE,0,K00003,263241
701,3.84124714,4.88E-05,0.26033212,0.87805383,14,133,K01753,68,FALSE,2.516388893,4.111658096,0,K01753,117.8142857,65,63,FALSE,0,K01753,127803
702,3.84553776,0.00647106,0.26004165,0.20499419,15,70,K00274,33,FALSE,53.21647644,8.27514267,0,K00274,44.5952381,37,28,FALSE,0,K00274,10244693
703,3.89731121,0.00299487,0.25658716,0.39413265,14,90,K00049,48,FALSE,16.20589638,6.526967049,0,K00049,69.30612245,42,41,FALSE,0,K00049,12203537
704,4.0097254,0.00245405,0.24939364,0.27076923,15,41,K00276,17,FALSE,103.4594116,9.531611443,0,K00276,45.84615385,24,15,FALSE,0,K00276,3348974
705,4.15532037,0.0010715,0.24065533,0.31970885,14,129,K00605,67,FALSE,13.32158566,5.944633007,0,K00605,67.42105263,62,34,FALSE,0,K00605,3164270
706,4.23398169,2.72E-04,0.2361843,0.68826135,13,76,K00552,34,FALSE,0.171987996,3.938427925,0,K00552,68.37209302,42,33,FALSE,0,K00552,3047121
707,4.55463387,6.13E-04,0.21955662,0.49090909,16,19,K11440,10,FALSE,0.163920999,6.996075153,70,K11440,24.18181818,9,8,FALSE,0,K11440,1662538
708,4.82351259,9.05E-04,0.2073178,0.37318841,14,37,K08688,13,FALSE,94.50032806,4.318893909,0,K08688,42.45833333,24,13,FALSE,0,K08688,5516900
709,5.18506865,0.00400604,0.19286148,0.33865546,17,45,K17103,30,FALSE,39.32326889,8.769054413,37,K17103,46.54285714,15,10,FALSE,0,K17103,10508568
710,4.03718535,0.00227229,0.24769732,0.36344239,14,70,K01695,32,FALSE,26.9864006,6.445427895,76,K01695,43.21052632,38,32,FALSE,0,K01695,9907683
711,4.94279176,2.15E-04,0.20231481,0.33333333,16,10,K13745,4,FALSE,0.84772402,11.00151443,141,K13745,13.71428571,6,3,FALSE,0,K13745,488320
712,6.58953089,2.61E-04,0.15175587,0.33333333,18,6,K15783,3,FALSE,0.055663001,8.355430603,141,K15783,3.333333333,3,3,FALSE,0,K15783,1650951
713,5.5909611,7.83E-04,0.17886012,0.5,17,9,K15784,4,FALSE,0.318787009,8.357093811,141,K15784,7.8,5,4,FALSE,0,K15784,3301896
714,4.64988558,5.99E-04,0.21505906,0.53787879,16,13,K15785,4,FALSE,2.02835393,9.153897285,141,K15785,24.25,9,1,FALSE,0,K15785,4074232
715,4.37843249,5.84E-04,0.22839224,0.55105105,15,39,K15786,8,FALSE,18.070858,6.655651093,16,K15786,72.40540541,31,2,FALSE,0,K15786,3829454
716,4.38701373,3.94E-04,0.22794549,0.36327889,15,71,K10764,35,FALSE,59.41431808,9.401599884,0,K10764,46.98275862,36,13,FALSE,0,K10764,1045805
717,5.00858124,1.25E-04,0.19965734,0.52380952,15,14,K05933,7,FALSE,19.39639473,8.860649109,0,K05933,30.42857143,7,7,FALSE,0,K05933,111720
718,5.1055492,4.54E-04,0.19586531,0.40909091,16,20,K01762,8,FALSE,4.720529079,3.29726696,138,K01762,11.16666667,12,8,FALSE,0,K01762,1043909
719,4.5680778,3.80E-05,0.21891046,0.64285714,15,26,K08969,12,FALSE,0.481254011,8.032869339,0,K08969,43.66666667,14,11,FALSE,0,K08969,85056
720,4.13930206,0.00197149,0.24158662,0.34981685,15,139,K00832,63,FALSE,28.86193848,4.696354866,16,K00832,53.51282051,76,61,FALSE,0,K00832,10328782
721,5.74771167,8.22E-04,0.17398228,0.5,17,6,K08966,4,FALSE,0.002796,5.231801033,16,K08966,6.25,2,2,FALSE,0,K08966,1937576
722,4.75171625,0.00271817,0.21045028,0.31111111,16,16,K08967,9,FALSE,0.030586001,5.231801033,16,K08967,43.8,7,6,FALSE,0,K08967,9809803
723,6.73569794,4.82E-04,0.14846271,0.5,18,7,K08965,3,FALSE,0.003645,5.231801033,16,K08965,4.75,4,3,FALSE,0,K08965,704578
724,6.71853547,9.04E-06,0.14884196,0.5,18,7,K08964,3,FALSE,2.554020882,7.681886196,16,K08964,4.75,4,3,FALSE,0,K08964,4578
725,6.59038902,2.99E-04,0.15173611,0.33333333,17,8,K08963,4,FALSE,0.953912973,7.428656101,138,K08963,5.25,4,4,FALSE,0,K08963,403172
726,6.42620137,3.49E-05,0.15561293,0.66666667,17,8,K00899,4,FALSE,0.384835988,6.990239143,138,K00899,7.25,4,4,FALSE,0,K00899,91910
727,5.97454233,6.96E-04,0.16737684,0.45238095,16,12,K00772,7,FALSE,0.84177202,6.346261978,138,K00772,10.85714286,5,5,FALSE,0,K00772,1413485
728,5.97683066,5.08E-05,0.16731275,0.56666667,16,10,K01244,6,FALSE,0.598138988,6.350784779,138,K01244,12.16666667,4,4,FALSE,0,K01244,192216
729,5.43135011,9.49E-04,0.18411628,0.34848485,16,21,K01243,11,FALSE,6.119285107,8.03146553,138,K01243,11.08333333,10,9,FALSE,0,K01243,3560540
730,5.0909611,0.00203168,0.19642656,0.21794872,15,44,K00797,21,FALSE,21.02868462,4.402617931,125,K00797,16.92592593,23,17,FALSE,0,K00797,5210710
731,5.44536613,4.02E-05,0.18364238,0.58928571,16,15,K01611,7,FALSE,3.204134941,7.222428799,138,K01611,12.625,8,7,FALSE,0,K01611,25729
732,4.56905919,0,0.21886344,0.84615385,15,13,K08968,0,FALSE,0.111478001,7.768392086,0,K08968,49.30769231,13,0,FALSE,0,K08968,0
733,4.04948513,6.41E-04,0.24694497,0.56565657,15,55,K01450,11,FALSE,2.765670061,7.281016827,0,K01450,75.08888889,44,10,FALSE,0,K01450,862254
734,4.09553776,0.002256,0.24416818,0.33088749,14,96,K00548,48,FALSE,21.64554787,8.739312172,0,K00548,58.14814815,48,42,FALSE,0,K00548,5812391
735,3.72196796,0.00233202,0.26867507,0.46068796,14,206,K01760,102,FALSE,11.01303101,4.522462845,0,K01760,102.4234234,104,95,FALSE,0,K01760,13512642
736,4.31006865,1.55E-04,0.23201487,0.45230769,15,44,K00549,20,FALSE,2.813081026,8.626113892,0,K00549,57,24,18,FALSE,0,K00549,292609
737,4.55921053,0.00117194,0.21933622,0.44444444,15,35,K00789,17,FALSE,19.91243744,8.092445374,0,K00789,36.15789474,18,16,FALSE,0,K00789,1614724
738,4.49771167,0.00223874,0.22233528,0.52339181,15,35,K01251,17,FALSE,37.49935913,9.141017914,0,K01251,47.21052632,18,16,FALSE,0,K01251,6406153
739,5.27803204,1.23E-05,0.18946456,0.80357143,16,16,K00558,8,FALSE,2.886288881,6.491786957,138,K00558,11.75,8,8,FALSE,0,K00558,38288
740,4.31064073,9.39E-05,0.23198407,0.49637681,15,42,K00547,20,FALSE,2.726984024,8.817124367,0,K00547,57.08333333,22,18,FALSE,0,K00547,202271
741,4.50800915,3.00E-04,0.22182741,0.81428571,15,15,K07173,1,FALSE,9.521239281,9.037934303,0,K07173,57.93333333,14,0,FALSE,0,K07173,1737840
742,4.23140732,0.00159511,0.23632799,0.26110731,15,122,K01739,77,FALSE,60.89772797,8.893796921,0,K01739,58.94805195,45,45,FALSE,0,K01739,5393725
743,6.42591533,6.30E-04,0.15561985,0.58571429,17,15,K01761,13,FALSE,89.64293671,9.00590992,0,K01761,45.46666667,2,0,FALSE,0,K01761,710544
744,5.74914188,2.19E-04,0.173939,0.6,17,5,K09880,3,FALSE,0.001875,5.231801033,16,K09880,5.6,2,0,FALSE,0,K09880,1810431
745,3.92162471,0.00145866,0.25499635,0.34768612,14,125,K01738,61,FALSE,9.69493866,6.833215237,0,K01738,72.91549296,64,54,FALSE,0,K01738,8806304
746,4.21939359,5.41E-05,0.23700088,0.57905138,14,43,K00640,20,FALSE,2.742701054,6.977872849,0,K00640,58.60869565,23,20,FALSE,0,K00640,57554
747,3.76973684,0.00649814,0.26527051,0.24232923,14,171,K10150,84,FALSE,45.08097458,6.694775105,0,K10150,65.17894737,87,76,FALSE,0,K10150,19360508
748,3.92162471,0.00145866,0.25499635,0.34768612,14,125,K12339,61,FALSE,9.69493866,6.833215237,0,K12339,72.91549296,64,54,FALSE,0,K12339,8806304
749,4.50686499,2.98E-04,0.22188373,0.61538462,15,24,K05884,11,FALSE,0.003012,4.630071163,16,K05884,111.6923077,13,11,FALSE,0,K05884,2944736
750,3.84067506,1.96E-04,0.26037089,0.88784021,14,68,K16845,3,FALSE,0.484661013,4.044754982,0,K16845,117.25,65,0,FALSE,0,K16845,626016
751,4.26716247,0,0.23434777,0.76984127,14,63,K05395,29,FALSE,1.39428401,6.455541134,0,K05395,91.44444444,34,27,FALSE,0,K05395,0
752,4.24370709,1.36E-05,0.23564303,0.68758435,14,68,K00456,31,FALSE,1.594449997,6.274265766,0,K00456,88.61538462,37,29,FALSE,0,K00456,31326
753,3.84072062,0,0.26036781,0.97091346,14,65,K05396,0,FALSE,0.463779002,4.029476166,0,K05396,122.1846154,65,0,FALSE,0,K05396,0
754,3.74656751,0.01308018,0.26691098,0.39854614,14,205,K01011,104,FALSE,18.42975998,4.009900093,0,K01011,93.5840708,101,92,FALSE,0,K01011,37084650
755,4.70308924,2.43E-05,0.2126262,0.63888889,15,18,K00641,9,FALSE,5.479694843,10.24308777,0,K00641,31.22222222,9,9,FALSE,0,K00641,77199
756,4.75572082,3.09E-05,0.21027307,0.63888889,15,18,K00651,9,FALSE,6.22872591,10.61944675,0,K00651,32.44444444,9,9,FALSE,0,K00651,84605
757,4.22454233,2.42E-04,0.23671203,0.52451434,14,84,K01740,39,FALSE,27.42980194,6.733285904,0,K01740,77.21276596,45,37,FALSE,0,K01740,790388
758,5.13844394,1.77E-04,0.19461145,0.40909091,15,16,K00802,7,FALSE,3.203998089,8.257601738,125,K00802,13.72727273,9,5,FALSE,0,K00802,274027
759,4.701373,0,0.21270382,1,15,20,K16843,10,FALSE,0.002691,4.380125999,16,K16843,131.4,10,10,FALSE,0,K16843,0
760,4.50686499,2.98E-04,0.22188373,0.61538462,15,24,K16844,11,FALSE,0.003012,4.630071163,16,K16844,111.6923077,13,11,FALSE,0,K16844,2944736
761,4.56292906,1.10E-07,0.21915747,0.85714286,15,20,K17216,13,FALSE,0.548838019,7.981008053,0,K17216,64.4,7,5,FALSE,0,K17216,31
762,5.27803204,1.23E-05,0.18946456,0.80357143,16,16,K17462,8,FALSE,2.886288881,6.491786957,138,K17462,11.75,8,8,FALSE,0,K17462,38288
763,4.34839817,1.36E-04,0.22996974,0.45057471,15,43,K00166,28,FALSE,3.347356081,4.980836868,0,K00166,66.03333333,15,13,FALSE,0,K00166,360845
764,4.35898169,1.92E-04,0.22941138,0.42857143,15,37,K00263,16,FALSE,19.31845284,3.88013792,0,K00263,35.81818182,21,15,FALSE,0,K00263,357183
765,4.96882151,2.16E-06,0.20125497,0.61904762,16,14,K05607,7,FALSE,0.001191,4.021584034,0,K05607,34.85714286,7,7,FALSE,0,K05607,1922
766,4.576373,3.35E-05,0.21851366,0.72727273,16,24,K01968,12,FALSE,0.037069,4.522758007,0,K01968,55.16666667,12,12,FALSE,0,K01968,54422
767,4.52059497,2.81E-05,0.22120982,0.58095238,16,30,K00253,15,FALSE,0.246956006,4.69466877,0,K00253,50.8,15,15,FALSE,0,K00253,57498
768,4.35898169,1.92E-04,0.22941138,0.42857143,15,37,K00826,16,FALSE,19.31845284,3.88013792,0,K00826,35.81818182,21,15,FALSE,0,K00826,357183
769,4.50457666,2.19E-04,0.22199644,0.51858974,16,77,K09478,40,FALSE,0.973960996,4.32078886,0,K09478,57.05,37,37,FALSE,0,K09478,1793938
770,4.25543478,3.18E-04,0.23499361,0.36833333,15,42,K09699,20,FALSE,21.30340576,4.831457138,0,K09699,66.56,22,17,FALSE,0,K09699,881963
771,4.47139588,2.38E-05,0.22364381,0.64616756,15,55,K01847,29,FALSE,1.828560948,6.200874805,0,K01847,80.23529412,26,21,FALSE,0,K01847,290405
772,4.80234554,4.79E-04,0.20823158,0.4375,16,29,K05606,14,FALSE,129.4302979,4.690530777,0,K05606,63.25,15,13,FALSE,0,K05606,4537863
773,4.22768879,6.54E-05,0.23653586,0.73684211,15,67,K01965,33,FALSE,0.223241001,3.265383005,0,K01965,106.2368421,34,29,FALSE,0,K01965,749236
774,4.07866133,0.0110954,0.24517848,0.17881944,15,96,K00157,42,FALSE,229.6965332,7.738627911,42,K00157,37.890625,54,32,FALSE,0,K00157,21224188
775,3.78604119,0.00399504,0.26412814,0.4812377,15,236,K00140,114,FALSE,5.875319004,3.445791006,0,K00140,103,122,108,FALSE,0,K00140,17695982
776,4.18163616,2.13E-05,0.23914084,0.75,15,22,K00020,9,FALSE,0.584432006,8.442337036,0,K00020,77.30769231,13,9,FALSE,0,K00020,77715
777,4.75514874,1.07E-05,0.21029836,0.58333333,16,32,K05605,16,FALSE,0.45686999,5.260714054,0,K05605,42,16,16,FALSE,0,K05605,22489
778,4.60469108,4.00E-08,0.21716983,0.89090909,16,22,K08683,11,FALSE,0.011322,4.383366108,0,K08683,95.09090909,11,11,FALSE,0,K08683,12
779,3.98855835,0.00171621,0.25071715,0.46524064,15,66,K00822,33,FALSE,14.85196114,9.162280083,0,K00822,55.47058824,33,32,FALSE,0,K00822,6795256
780,4.49742563,1.69E-04,0.22234942,0.46047431,16,36,K00186,19,FALSE,0.690994024,4.220923901,0,K00186,41.30434783,17,13,FALSE,0,K00186,285066
781,4.74713959,1.17E-05,0.21065317,0.71428571,16,26,K11538,15,FALSE,0.147495002,4.635430813,0,K11538,44.33333333,11,11,FALSE,0,K11538,38708
782,4.48598398,1.75E-05,0.22291653,0.55555556,15,28,K00271,10,FALSE,0.056005001,4.006467819,0,K00271,33.61111111,18,10,FALSE,0,K00271,149557
783,5.97168192,4.26E-05,0.16745701,0.66666667,17,6,K13778,3,FALSE,0,1,187,K13778,3,3,3,FALSE,0,K13778,265607
784,4.98998856,0.00104896,0.20040126,0.33333333,16,6,K13779,3,FALSE,1.205973983,2.953022957,187,K13779,34.33333333,3,3,FALSE,0,K13779,2245780
785,4.68163616,0,0.21360054,1,16,8,K00257,4,FALSE,4.99E-04,4.588602066,0,K00257,89.25,4,4,FALSE,0,K00257,0
786,6.43592677,8.08E-05,0.15537778,0.33333333,18,6,K11731,3,FALSE,6.280518055,2.78915906,187,K11731,3.333333333,3,3,FALSE,0,K11731,101510
787,5.18421053,5.32E-05,0.1928934,0.33333333,16,8,K01041,4,FALSE,0.256325006,10.03092194,0,K01041,19.25,4,4,FALSE,0,K01041,123154
788,4.45194508,0.00381223,0.22462092,0.17582418,16,27,K00155,13,FALSE,7.427362919,7.944078922,42,K00155,35.64285714,14,13,FALSE,0,K00155,8035384
789,5.44879863,5.18E-04,0.18352669,0.5,17,8,K13776,4,FALSE,73.79801178,7.969919205,42,K13776,5.75,4,4,FALSE,0,K13776,971214
790,3.84067506,0.00181016,0.26037089,0.54640288,14,204,K09011,138,FALSE,1.11451304,2.62270999,0,K09011,118.2928571,66,64,FALSE,0,K09011,64397674
791,4.64187643,3.94E-06,0.21543012,0.65,15,10,K01703,5,FALSE,0.002468,2.970057964,0,K01703,55.4,5,5,FALSE,0,K01703,20749
792,4.33352403,1.77E-04,0.23075908,0.38461538,15,38,K00052,17,FALSE,10.62492943,4.140631199,0,K00052,78.34615385,21,12,FALSE,0,K00052,337228
793,4.76744851,1.22E-06,0.2097558,0.45,15,9,K00053,4,FALSE,6.90E-05,3.643234015,0,K00053,53.6,5,4,FALSE,0,K00053,942
794,4.9221968,4.00E-08,0.20316132,0.83333333,16,8,K01702,4,FALSE,0.002002,3.081093073,0,K01702,34.5,4,4,FALSE,0,K01702,10
795,3.96967963,0.0019394,0.2519095,0.65278587,15,189,K01649,91,FALSE,0.319238991,2.711059093,0,K01649,113.1862745,98,87,FALSE,0,K01649,3422067
796,4.48598398,1.75E-05,0.22291653,0.55555556,15,28,K00835,10,FALSE,0.056005001,4.006467819,0,K00835,33.61111111,18,10,FALSE,0,K00835,149557
797,4.3701373,6.13E-05,0.22882576,0.6,15,29,K01687,13,FALSE,0.043740001,3.680182934,0,K01687,43.3125,16,13,FALSE,0,K01687,92761
798,3.82665904,0.00101185,0.26132456,0.67193616,14,157,K01652,80,FALSE,4.585153103,3.520833969,0,K01652,105.4756098,77,75,FALSE,0,K01652,5029618
799,6.10955378,6.56E-05,0.16367807,0.4,17,12,K10206,6,FALSE,0,1,173,K10206,5,6,6,FALSE,0,K10206,102711
800,5.04891304,7.63E-05,0.19806243,0.64166667,16,28,K05831,12,FALSE,0.385975987,5.429608822,16,K05831,18.0625,16,12,FALSE,0,K05831,51782
801,5.11212815,3.20E-04,0.19561325,0.41818182,15,20,K05830,10,FALSE,0.190880999,6.722116947,0,K05830,16.18181818,10,9,FALSE,0,K05830,765645
802,6.02574371,3.18E-06,0.16595462,0.58928571,16,11,K05829,5,FALSE,0.017413,6.374680996,0,K05829,9.625,6,3,FALSE,0,K05829,848
803,5.29834096,5.58E-04,0.18873833,0.50757576,16,16,K05828,10,FALSE,0.148772001,6.536385059,0,K05828,34.83333333,6,4,FALSE,0,K05828,2006851
804,4.42648741,4.87E-04,0.22591276,0.71428571,16,14,K05827,7,FALSE,0.213732004,8.835781097,0,K05827,46.42857143,7,7,FALSE,0,K05827,257641
805,5.83867277,3.04E-04,0.1712718,0.35,17,8,K01929,5,FALSE,0.516508996,1.645650983,153,K01929,10.2,3,3,FALSE,0,K01929,945226
806,4.64731121,0.00124879,0.21517819,0.58888889,16,17,K01714,8,FALSE,62.55254364,10.05330372,16,K01714,28,9,7,FALSE,0,K01714,1477254
807,5.63186499,7.37E-04,0.17756107,0.5,17,8,K00215,4,FALSE,1.465227008,2.785073996,173,K00215,6.25,4,4,FALSE,0,K00215,562499
808,5.3132151,0,0.18820996,0.65,16,8,K03340,3,FALSE,2.239835978,7.249816895,173,K03340,19.6,5,3,FALSE,0,K03340,0
809,6.51144165,1.34E-04,0.15357582,0.5,17,8,K05822,4,FALSE,0,1,173,K05822,4.25,4,4,FALSE,0,K05822,87706
810,5.95737986,1.65E-04,0.16785903,0.4,16,10,K00674,5,FALSE,0.552299023,2.214440107,173,K00674,5.8,5,5,FALSE,0,K00674,227309
811,7.10869565,8.00E-08,0.14067278,0,18,4,K00841,2,FALSE,0,1,173,K00841,4,2,2,FALSE,0,K00841,2
812,5.12299771,0.0014901,0.19519821,0.36363636,15,22,K00821,11,FALSE,21.89385796,7.219900131,0,K00821,14.25,11,10,FALSE,0,K00821,2567068
813,6.30120137,3.88E-04,0.1586999,0.5,17,8,K05823,4,FALSE,0,1,173,K05823,5.25,4,4,FALSE,0,K05823,2191290
