SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,id,Indegree,IsSingleNode,moduland_bridgeness,moduland_overlap,Module_Color,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
2009,1,5.11E-04,1,0.46666667,1,6,K01575,4,FALSE,118.1410294,4.498106956,0,K01575,42.5,2,0,FALSE,0,K01575,1876782
2010,1,0,1,0.5,1,3,K00004,2,FALSE,4.929484844,1.558277965,226,K00004,4,1,1,FALSE,0,K00004,0
2011,5.54433638,2.80E-04,0.18036424,0.78602151,17,31,K00109,29,FALSE,1.777248979,7.205742836,0,K00109,114.3870968,2,0,FALSE,0,K00109,365960
2012,4.1576087,5.23E-04,0.24052288,0.83306122,14,93,K01846,49,FALSE,0.969157994,6.314508915,0,K01846,91.88,44,43,FALSE,0,K01846,764590
2013,5.15732265,0,0.19389906,0,15,2,K04835,1,FALSE,0,6.31455183,0,K04835,50,1,1,FALSE,0,K04835,0
2014,5.39159039,3.10E-07,0.18547403,0.33333333,16,4,K17724,2,FALSE,1.90E-05,5.66617918,0,K17724,35.75,2,0,FALSE,0,K17724,168
2015,4.39273455,4.06E-04,0.22764863,0.46229261,15,91,K01903,49,FALSE,7.261807919,6.034038067,48,K01903,65.36538462,42,39,FALSE,0,K01903,3485366
2016,4.79834096,4.00E-08,0.20840537,0.94230769,15,25,K01746,12,FALSE,0.273799002,11.15057564,0,K01746,46,13,12,FALSE,0,K01746,8
2017,4.56950801,2.52E-05,0.21884194,0.65714286,14,38,K00295,21,FALSE,1.940122962,10.1191721,0,K00295,65.19047619,17,17,FALSE,0,K00295,115082
2018,4.39159039,5.62E-06,0.22770794,0.8505291,14,52,K00287,28,FALSE,4.401024818,10.79087257,0,K00287,61.64285714,24,24,FALSE,0,K00287,27559
2019,4.45795195,1.16E-05,0.22431825,0.67320261,14,32,K00297,18,FALSE,0.877389014,7.216172218,0,K00297,90.05555556,14,14,FALSE,0,K00297,94754
2020,4.01144165,0.002171,0.24928694,0.37362637,14,141,K00288,78,FALSE,23.3857193,6.082337856,0,K00288,71.62820513,63,63,FALSE,0,K00288,6454776
2021,4.79834096,4.10E-07,0.20840537,0.93589744,15,26,K01934,13,FALSE,0.29629001,10.97831917,0,K01934,46,13,13,FALSE,0,K01934,833
2022,4.39159039,2.79E-04,0.22770794,0.84126984,14,37,K00604,13,FALSE,2.297786951,10.73771858,0,K00604,59.85714286,24,9,FALSE,0,K00604,904764
2023,4.39159039,8.22E-06,0.22770794,0.9045584,14,36,K00289,12,FALSE,2.195720911,10.7303791,0,K00289,61.55555556,24,9,FALSE,0,K00289,85311
2024,4.01287185,0.00150558,0.24919809,0.42710997,14,127,K13402,69,FALSE,21.35008049,6.376596928,0,K13402,70.7826087,58,58,FALSE,0,K13402,4860327
2025,4.78232265,8.11E-05,0.20910342,0.76915323,15,61,K16157,32,FALSE,1.15269804,5.469731808,44,K16157,45.28125,29,29,FALSE,0,K16157,1929636
2026,4.41762014,0.00220193,0.22636623,0.38551308,14,129,K10944,71,FALSE,19.76301193,5.984458923,44,K10944,65.56338028,58,58,FALSE,0,K10944,20585791
2027,4.32665904,2.19E-04,0.23112521,0.71120108,15,75,K17066,37,FALSE,5.301287174,9.352163315,44,K17066,48.28205128,38,36,FALSE,0,K17066,2845830
2028,4.32665904,2.19E-04,0.23112521,0.71120108,15,75,K00093,37,FALSE,5.301287174,9.352163315,44,K00093,48.28205128,38,36,FALSE,0,K00093,2845830
2029,3.9465103,0.00145403,0.25338842,0.50119904,15,263,K00192,131,FALSE,4.84958601,3.269803047,0,K00192,111.8705036,132,124,FALSE,0,K00192,74220042
2030,3.98426773,0.00110751,0.25098715,0.70830757,15,186,K00193,92,FALSE,2.274166107,3.720421076,0,K00193,117.7272727,94,87,FALSE,0,K00193,48089151
2031,4.63072082,5.75E-04,0.2159491,0.48717949,14,24,K00319,11,FALSE,0.072228998,8.481174469,0,K00319,22.15384615,13,11,FALSE,0,K00319,1418600
2032,5.39759725,5.90E-07,0.18526762,0.5,15,8,K01499,4,FALSE,0.006946,8.960295677,0,K01499,12.75,4,4,FALSE,0,K01499,285
2033,4.54033181,3.40E-04,0.22024822,0.38949275,15,44,K00672,21,FALSE,0.154148996,6.690025806,0,K00672,63,23,20,FALSE,0,K00672,3117084
2034,4.0923913,2.98E-04,0.24435591,0.57978395,15,144,K00200,77,FALSE,13.35274124,3.693684101,0,K00200,97.22222222,67,63,FALSE,0,K00200,4873569
2035,4.43449657,0.00338356,0.22550474,0.48185484,14,64,K00320,32,FALSE,1.162215948,6.713491917,0,K00320,68.96875,32,32,FALSE,0,K00320,20551899
2036,5.2125286,1.46E-04,0.19184547,0.6194332,15,76,K00399,39,FALSE,1.554854035,5.756992817,52,K00399,37.56410256,37,37,FALSE,0,K00399,5673395
2037,4.55663616,0.00100577,0.21946014,0.49335106,15,90,K00577,45,FALSE,1.511268973,5.182416916,62,K00577,58.20833333,45,42,FALSE,0,K00577,85868499
2038,6.14588101,8.00E-08,0.1627106,0.86666667,17,12,K00317,6,FALSE,0.001273,4.91840601,52,K00317,23.33333333,6,6,FALSE,0,K00317,4
2039,6.14645309,0,0.16269546,1,17,8,K00485,4,FALSE,3.50E-04,5.025546074,52,K00485,22.5,4,4,FALSE,0,K00485,0
2040,4.36956522,3.43E-04,0.22885572,0.77463054,15,56,K08685,27,FALSE,6.339581013,10.78755093,63,K08685,48.34482759,29,27,FALSE,0,K08685,2756180
2041,5.14759725,5.54E-04,0.19426539,0.67126437,16,58,K14082,30,FALSE,1.285135984,6.158204079,52,K14082,35.86666667,28,28,FALSE,0,K14082,24881896
2042,5.42934783,7.43E-05,0.18418418,0.86153846,16,50,K16179,26,FALSE,0.439229012,4.709759235,62,K16179,38.03846154,24,24,FALSE,0,K16179,10906410
2043,5.42934783,7.43E-05,0.18418418,0.86153846,16,50,K16178,26,FALSE,0.439229012,4.709759235,62,K16178,38.03846154,24,24,FALSE,0,K16178,10906410
2044,4.75829519,6.82E-04,0.2101593,0.53528912,15,93,K14081,49,FALSE,2.738112926,4.890396118,52,K14081,42.04081633,44,44,FALSE,0,K14081,11709334
2045,4.75829519,6.82E-04,0.2101593,0.53528912,15,93,K14080,49,FALSE,2.738112926,4.890396118,52,K14080,42.04081633,44,44,FALSE,0,K14080,11709334
2046,4.75829519,6.82E-04,0.2101593,0.53528912,15,93,K04480,49,FALSE,2.738112926,4.890396118,52,K04480,42.04081633,44,44,FALSE,0,K04480,11709334
2047,5.14816934,4.69E-05,0.1942438,0.75396825,16,54,K16176,28,FALSE,1.225312948,6.215010166,52,K16176,38.14285714,26,26,FALSE,0,K16176,1206180
2048,5.14816934,4.69E-05,0.1942438,0.75396825,16,54,K16177,28,FALSE,1.225312948,6.215010166,52,K16177,38.14285714,26,26,FALSE,0,K16177,1206180
2049,5.42906178,1.94E-04,0.18419389,0.80626781,16,52,K14083,27,FALSE,0.457293004,4.709759235,62,K14083,36.74074074,25,25,FALSE,0,K14083,21812824
2050,5.42906178,1.94E-04,0.18419389,0.80626781,16,52,K14084,27,FALSE,0.457293004,4.709759235,62,K14084,36.74074074,25,25,FALSE,0,K14084,21812824
2051,4.11355835,7.38E-04,0.24309853,0.48617512,15,95,K01070,63,FALSE,11.40511703,5.869659901,0,K01070,67.77777778,32,32,FALSE,0,K01070,4209354
2052,3.72883295,0.0156942,0.26818042,0.24261885,15,165,K00121,77,FALSE,46.34832764,5.860268116,42,K00121,58.31818182,88,55,FALSE,0,K00121,50364244
2053,3.97797483,6.46E-04,0.2513842,0.56533892,15,79,K03396,25,FALSE,7.82394886,7.65384388,0,K03396,70.09259259,54,25,FALSE,0,K03396,3836075
2054,4.09324943,2.51E-04,0.24430468,0.59224684,15,142,K05299,76,FALSE,9.400547028,3.692862988,0,K05299,98.15,66,62,FALSE,0,K05299,4437374
2055,4.63358124,7.31E-05,0.21581579,0.80952381,14,14,K10714,7,FALSE,0.039030001,10.16454792,0,K10714,35.85714286,7,7,FALSE,0,K10714,227380
2056,4.63358124,7.31E-05,0.21581579,0.80952381,14,14,K13942,7,FALSE,0.039030001,10.16454792,0,K13942,35.85714286,7,7,FALSE,0,K13942,227380
2057,5.43106407,1.40E-07,0.18412598,0.95238095,15,14,K00440,7,FALSE,0.002851,5.9406991,0,K00440,11.57142857,7,7,FALSE,0,K00440,12
2058,5.52231121,0,0.1810836,1,16,36,K03388,18,FALSE,0.206551999,4.264983177,62,K03388,38.33333333,18,18,FALSE,0,K03388,0
2059,4.21939359,0.0011345,0.23700088,0.43551797,14,73,K10713,42,FALSE,10.88430214,12.06665516,0,K10713,50.54545455,31,29,FALSE,0,K10713,6873141
2060,4.27688787,8.97E-05,0.23381487,0.64014801,15,92,K00024,47,FALSE,2.945873022,6.125926018,0,K00024,95.95744681,45,45,FALSE,0,K00024,239528
2061,4.05434783,0.00332131,0.24664879,0.36730769,15,125,K17100,60,FALSE,26.52038002,5.017485142,24,K17100,50.03076923,65,60,FALSE,0,K17100,13939940
2062,3.97797483,4.50E-04,0.2513842,0.68656006,15,194,K00625,98,FALSE,0.30615899,2.739006042,0,K00625,115.1067961,96,91,FALSE,0,K00625,4043688
2063,4.82665904,0.00107007,0.20718265,0.71428571,16,18,K00436,4,FALSE,0.140441999,3.861763,0,K00436,62,14,4,FALSE,0,K00436,10903944
2064,5.826373,6.37E-05,0.17163336,0.90909091,17,12,K00532,11,FALSE,0.074476004,3.867101908,0,K00532,76.18181818,1,1,FALSE,0,K00532,1421847
2065,4.39273455,2.35E-04,0.22764863,0.84615385,15,26,K08097,13,FALSE,0.318850994,8.285815239,0,K08097,72.30769231,13,13,FALSE,0,K08097,647051
2066,4.7597254,7.21E-05,0.21009615,0.3,15,8,K05979,3,FALSE,6.33E-04,6.647750854,0,K05979,35,5,3,FALSE,0,K05979,51484
2067,4.46853547,1.11E-04,0.22378697,0.48161765,15,29,K13039,16,FALSE,0.008769,4.649796009,16,K13039,91.11764706,13,12,FALSE,0,K13039,114897
2068,6.10869565,4.40E-04,0.16370107,0.76724138,17,32,K11780,29,FALSE,5.797989845,6.180652142,16,K11780,82.24137931,3,3,FALSE,0,K11780,2378389
2069,6.29891304,6.04E-04,0.15875755,0.16666667,16,8,K11212,4,FALSE,1.785601974,7.901848793,16,K11212,16.75,4,4,FALSE,0,K11212,2961181
2070,7.298627,0,0.13701207,0,17,2,K14941,1,FALSE,0.001168,5.76971817,16,K14941,4,1,1,FALSE,0,K14941,0
2071,5.42906178,4.95E-04,0.18419389,0.73214286,15,15,K12234,8,FALSE,0.96824801,6.203038216,0,K12234,10.5,7,7,FALSE,0,K12234,2012802
2072,5.43163616,0,0.18410659,0.97619048,15,13,K14940,7,FALSE,0.00256,5.958435059,0,K14940,11.57142857,6,6,FALSE,0,K14940,0
2073,3.81750572,0.00362368,0.26195115,0.50298413,14,238,K10977,119,FALSE,3.122590065,3.209342957,0,K10977,117.8412698,119,112,FALSE,0,K10977,65128475
2074,4.55806636,3.35E-05,0.21939128,0.71111111,15,20,K10978,10,FALSE,0.139559999,5.962642193,0,K10978,40.9,10,10,FALSE,0,K10978,119948
2075,4.4333524,2.80E-04,0.22556294,0.64224751,16,73,K11532,37,FALSE,1.785680056,1.868899941,24,K11532,47.42105263,36,35,FALSE,0,K11532,1042153
2076,4.32236842,0.00198693,0.23135464,0.54901961,15,34,K00855,16,FALSE,11.33423996,12.44221497,24,K00855,41.27777778,18,16,FALSE,0,K00855,3313023
2077,4.27459954,2.95E-05,0.23394004,0.81552419,15,61,K05298,29,FALSE,1.060956001,4.691857815,53,K05298,59,32,29,FALSE,0,K05298,120458
2078,5.00200229,0,0.19991994,1,16,12,K11214,6,FALSE,0.00387,2.112880945,24,K11214,47.66666667,6,6,FALSE,0,K11214,0
2079,4.49771167,1.22E-04,0.22233528,0.76284585,16,42,K01632,22,FALSE,1.868394971,2.777354002,24,K01632,52.65217391,20,19,FALSE,0,K01632,493505
2080,4.24599542,2.59E-04,0.23551603,0.47735192,15,72,K15038,38,FALSE,7.404056072,7.285932064,0,K15038,69.5952381,34,30,FALSE,0,K15038,1058510
2081,4.57723112,3.88E-04,0.21847269,0.64102564,15,24,K14465,13,FALSE,0.369500011,10.45487022,0,K14465,36.92307692,11,11,FALSE,0,K14465,1534600
2082,5.42019451,9.40E-07,0.18449522,0.66666667,16,8,K14466,4,FALSE,0.006521,10.22694111,0,K14466,12.75,4,4,FALSE,0,K14466,370
2083,3.84754005,0.002607,0.25990633,0.55846091,15,226,K02160,111,FALSE,5.551383018,3.585251093,0,K02160,106.4754098,115,104,FALSE,0,K02160,135087523
2084,4.21224256,6.25E-04,0.23740323,0.5122449,15,93,K14469,45,FALSE,6.624643803,3.588465929,0,K14469,88.46,48,43,FALSE,0,K14469,2903421
2085,4.61613272,2.06E-04,0.21663155,0,15,4,K09709,2,FALSE,0,1.865159988,0,K09709,90.5,2,2,FALSE,0,K09709,350239
2086,5.61355835,3.80E-07,0.17814013,0.33333333,16,6,K14470,3,FALSE,7.071887016,2.731770039,0,K14470,3,3,3,FALSE,0,K14470,6
2087,4.01287185,0.00150558,0.24919809,0.42710997,14,127,K01938,69,FALSE,21.35008049,6.376596928,0,K01938,70.7826087,58,58,FALSE,0,K01938,4860327
2088,4.56035469,5.80E-05,0.21928119,0.60714286,14,49,K01491,25,FALSE,3.534279108,10.28621483,0,K01491,61.75,24,21,FALSE,0,K01491,247446
2089,4.2451373,4.93E-04,0.23556364,0.36146633,15,126,K14472,66,FALSE,12.79454041,6.262197971,48,K14472,66.92753623,60,57,FALSE,0,K14472,4788379
2090,4.2451373,4.93E-04,0.23556364,0.36146633,15,126,K14471,66,FALSE,12.79454041,6.262197971,48,K14471,66.92753623,60,57,FALSE,0,K14471,4788379
2091,3.62414188,0.00345656,0.27592739,0.40555952,14,347,K03737,175,FALSE,2.566749096,1.942484975,0,K03737,112.076087,172,163,FALSE,0,K03737,114556921
2092,4.85755149,5.00E-08,0.20586503,0.96363636,16,22,K15232,11,FALSE,1.85E-04,2.557986021,0,K15232,88.72727273,11,11,FALSE,0,K15232,11
2093,3.87299771,0.00129998,0.25819793,0.60922217,15,218,K15234,110,FALSE,2.027853966,2.636122942,0,K15234,121.8157895,108,104,FALSE,0,K15234,42572586
2094,3.88501144,0.00240179,0.2573995,0.59908257,14,208,K15023,106,FALSE,4.667838097,3.83919692,0,K15023,112.1636364,102,98,FALSE,0,K15023,55233112
2095,3.91561785,0.00197342,0.25538754,0.47154235,15,273,K00198,136,FALSE,13.98178387,3.272986889,0,K00198,108.9583333,137,129,FALSE,0,K00198,79043963
2096,3.87356979,0.00365774,0.2581598,0.53090728,14,226,K14138,115,FALSE,14.59849167,3.965401888,0,K14138,107.1008403,111,107,FALSE,0,K14138,116057705
2097,4.3847254,0,0.22806445,0.96153846,15,27,K05307,13,FALSE,0.094566002,5.697482109,0,K05307,77.35714286,14,13,FALSE,0,K05307,0
2098,4.38100686,5.98E-04,0.22825803,0.66544118,15,31,K00949,14,FALSE,0.113457002,5.966369152,0,K00949,64.70588235,17,14,FALSE,0,K00949,1414929
2099,4.3798627,0.00150129,0.22831766,0.64379085,15,35,K00946,17,FALSE,0.140071005,5.974843979,0,K00946,62.27777778,18,17,FALSE,0,K00946,14922207
2100,5.18478261,4.79E-05,0.19287212,0.51785714,16,14,K07251,6,FALSE,0.006422,6.1061759,2,K07251,21.375,8,6,FALSE,0,K07251,124111
2101,6.18278032,5.50E-07,0.16173953,0.5,17,4,K10811,2,FALSE,0.001646,7.170826912,0,K10811,11,2,0,FALSE,0,K10811,26542
2102,5.89902746,1.72E-05,0.16951947,0.5,16,8,K03707,2,FALSE,0.133710995,8.386567116,0,K03707,9.75,6,0,FALSE,0,K03707,123510
2103,6.16647597,0.00126127,0.16216718,0.57965861,17,44,K03149,38,FALSE,58.39743042,6.893321991,16,K03149,71.68421053,6,6,FALSE,0,K03149,13057771
2104,6.16647597,9.46E-04,0.16216718,0.61186186,17,43,K03150,37,FALSE,55.48672485,6.841358185,16,K03150,72.75675676,6,6,FALSE,0,K03150,10468887
2105,7.16504577,5.71E-05,0.13956645,0.91003788,18,33,K03153,32,FALSE,2.643975019,4.050981045,0,K03153,70.81818182,1,0,FALSE,0,K03153,24822
2106,7.16533181,5.39E-04,0.13956088,0.33333333,18,6,K03148,3,FALSE,0.012218,6.802629948,16,K03148,26,3,3,FALSE,0,K03148,10285039
2107,8.16504577,2.70E-04,0.12247329,0,19,4,K03151,3,FALSE,9.76E-04,7.648425102,0,K03151,26.33333333,1,1,FALSE,0,K03151,5140237
2108,9.16304348,8.98E-05,0.10913405,0.8827957,20,31,K04487,30,FALSE,0.099665999,6.381741047,0,K04487,99.06451613,1,0,FALSE,0,K04487,2107319
2109,5.20909611,4.53E-04,0.19197189,0.43333333,15,19,K03147,10,FALSE,0.401823014,11.27701092,0,K03147,12.1,9,9,FALSE,0,K03147,588072
2110,6.16704805,7.20E-07,0.16215213,0.54761905,17,12,K00878,7,FALSE,0.316329986,5.743084908,118,K00878,17.28571429,5,5,FALSE,0,K00878,100
2111,5.89959954,2.02E-06,0.16950303,0.66666667,16,11,K00877,6,FALSE,0.019878,7.061295033,2,K00877,9.666666667,5,5,FALSE,0,K00877,384
2112,5.18363844,8.90E-04,0.19291469,0.53333333,16,20,K00788,10,FALSE,0.742237985,6.678235054,2,K00788,23.4,10,10,FALSE,0,K00788,9719148
2113,3.69679634,0.00957959,0.27050449,0.50707071,14,188,K01662,93,FALSE,55.3205452,5.39895916,0,K01662,97.33,95,88,FALSE,0,K01662,64748826
2114,4.57894737,2.83E-04,0.2183908,0.75238095,15,28,K02858,13,FALSE,8.832070351,10.33764076,24,K02858,36.33333333,15,13,FALSE,0,K02858,230905
2115,5.11270023,0.00117303,0.19559136,0.43073593,17,29,K00953,10,FALSE,3.883690119,2.295551062,98,K00953,20.09090909,19,7,FALSE,0,K00953,2363758
2116,5.63615561,2.03E-04,0.1774259,0.50789474,17,35,K00861,18,FALSE,0.590418994,1.886397958,98,K00861,20.5,17,15,FALSE,0,K00861,528371
2117,4.46081236,9.51E-04,0.22417441,0.65485395,15,164,K01497,67,FALSE,0.850489974,3.884629011,2,K01497,99.83505155,97,67,FALSE,0,K01497,5346134
2118,5.1541762,2.61E-04,0.19401743,0.73333333,16,12,K01498,6,FALSE,3.60E-05,3.88713789,2,K01498,38.5,6,6,FALSE,0,K01498,1438187
2119,6.15303204,5.00E-08,0.1625215,0.66666667,17,6,K00082,3,FALSE,3.00E-06,3.88713789,2,K00082,5.333333333,3,3,FALSE,0,K00082,2
2120,5.12471396,0.00113908,0.19513284,0.3,16,10,K00794,5,FALSE,3.100919008,14.1891737,16,K00794,39.8,5,5,FALSE,0,K00794,1660837
2121,5.75400458,2.77E-04,0.17379201,0.3956044,17,18,K00793,12,FALSE,1.162781,2.087989092,98,K00793,17.35714286,6,4,FALSE,0,K00793,282863
2122,5.63615561,2.03E-04,0.1774259,0.50789474,17,35,K07732,18,FALSE,0.590418994,1.886397958,98,K07732,20.5,17,15,FALSE,0,K07732,528371
2123,5.1541762,2.61E-04,0.19401743,0.73333333,16,12,K14654,6,FALSE,3.60E-05,3.88713789,2,K14654,38.5,6,6,FALSE,0,K14654,1438187
2124,5.32008009,0.00119906,0.1879671,0.50263158,16,31,K00299,12,FALSE,0.298115999,1.460661054,98,K00299,20.15,19,11,FALSE,0,K00299,4284500
2125,5.15532037,0.00228799,0.19397437,0.21428571,17,9,K05901,6,FALSE,1.24297905,10.97203732,98,K05901,22.42857143,3,2,FALSE,0,K05901,2343230
2126,5.69422197,0.00513115,0.17561662,0.61904762,16,10,K04719,5,FALSE,14.44062901,1.54748404,98,K04719,15,5,3,FALSE,0,K04719,9472960
2127,6.15303204,5.00E-08,0.1625215,0.66666667,17,6,K14655,3,FALSE,3.00E-06,3.88713789,2,K14655,5.333333333,3,3,FALSE,0,K14655,2
2128,4.46224256,1.14E-04,0.22410256,0.69549302,15,158,K08096,64,FALSE,0.819172978,3.884629965,2,K08096,102.8510638,94,64,FALSE,0,K08096,668265
2129,5.1541762,2.60E-07,0.19401743,0.8,16,12,K14653,6,FALSE,4.00E-05,3.886554003,2,K14653,53.66666667,6,6,FALSE,0,K14653,14
2130,5.11270023,0.00117303,0.19559136,0.43073593,17,29,K14656,10,FALSE,3.883690119,2.295551062,98,K14656,20.09090909,19,7,FALSE,0,K14656,2363758
2131,5.32008009,0.00119906,0.1879671,0.50263158,16,31,K05368,12,FALSE,0.298115999,1.460661054,98,K05368,20.15,19,11,FALSE,0,K05368,4284500
2132,5.95881007,3.23E-04,0.16781874,0.47878788,17,45,K08681,41,FALSE,10.10166645,5.74408102,24,K08681,49.68888889,4,0,FALSE,0,K08681,530076
2133,5.95881007,3.23E-04,0.16781874,0.47878788,17,45,K06215,41,FALSE,10.10166645,5.74408102,24,K06215,49.68888889,4,0,FALSE,0,K06215,530076
2134,4.96052632,1.78E-04,0.20159151,0.57142857,16,14,K00275,8,FALSE,0.158773005,7.65044117,42,K00275,23.875,6,6,FALSE,0,K00275,952204
2135,4.96052632,1.78E-04,0.20159151,0.57142857,16,14,K07758,8,FALSE,0.158773005,7.65044117,42,K07758,23.875,6,6,FALSE,0,K07758,952204
2136,4.96052632,1.78E-04,0.20159151,0.57142857,16,14,K00868,8,FALSE,0.158773005,7.65044117,42,K00868,23.875,6,6,FALSE,0,K00868,952204
2137,5.41962243,0,0.1845147,0.5,15,3,K00097,1,FALSE,0.003043,6.556641102,0,K00097,9.5,2,1,FALSE,0,K00097,0
2138,5.22883295,1.75E-05,0.19124726,0,16,4,K03473,2,FALSE,0.341888994,9.082807541,0,K03473,11,2,2,FALSE,0,K03473,15516
2139,4.51716247,3.93E-04,0.22137791,0.85714286,16,28,K03472,14,FALSE,5.235727787,5.05672121,24,K03472,58.14285714,14,14,FALSE,0,K03472,1019614
2140,5.07208238,0,0.19715768,1,16,10,K05275,5,FALSE,0.013919,5.924105167,42,K05275,19.2,5,5,FALSE,0,K05275,0
2141,4.62671625,4.27E-04,0.21613601,0.35714286,15,14,K03474,6,FALSE,32.34773636,9.810400963,42,K03474,26.75,8,6,FALSE,0,K03474,1079380
2143,4.37585812,1.38E-04,0.2285266,0.64616756,15,56,K06989,25,FALSE,3.971432924,6.124189854,16,K06989,77.38235294,31,22,FALSE,0,K06989,281294
2144,4.89359268,0.00144482,0.20434884,0.42666667,16,43,K01242,23,FALSE,31.15073395,3.289217949,91,K01242,27.56,20,18,FALSE,0,K01242,3736101
2145,5.26516018,3.77E-05,0.18992774,0.57380952,16,25,K03426,13,FALSE,0.921002984,4.023737907,91,K03426,38.57142857,12,4,FALSE,0,K03426,112021
2146,5.01887872,4.56E-04,0.19924769,0.76449275,16,27,K03517,24,FALSE,27.78416252,8.075679779,24,K03517,47.125,3,3,FALSE,0,K03517,623427
2147,5.21195652,2.58E-04,0.19186653,0.59340659,16,20,K00767,9,FALSE,10.44354725,7.117224216,91,K00767,53.07142857,11,6,FALSE,0,K00767,208600
2148,5.49485126,2.68E-04,0.18198855,0,16,3,K13995,2,FALSE,7.00E-06,8.527819633,0,K13995,14.5,1,1,FALSE,0,K13995,620289
2150,5.26516018,2.61E-04,0.18992774,0.67582418,16,19,K10524,7,FALSE,0.302561015,6.119503975,32,K10524,53.71428571,12,5,FALSE,0,K10524,1153380
2151,4.83438215,2.40E-04,0.20685167,0.52964427,16,40,K00969,18,FALSE,2.717767954,4.283382893,91,K00969,39.60869565,22,17,FALSE,0,K00969,528343
2152,4.83438215,2.40E-04,0.20685167,0.52964427,16,40,K00952,18,FALSE,2.717767954,4.283382893,91,K00952,39.60869565,22,17,FALSE,0,K00952,528343
2153,5.03575515,0,0.19857995,0.9010989,16,26,K01950,12,FALSE,0.640541971,3.139523029,91,K01950,26.28571429,14,12,FALSE,0,K01950,0
2154,5.03575515,0,0.19857995,0.9010989,16,26,K01916,12,FALSE,0.640541971,3.139523029,91,K01916,26.28571429,14,12,FALSE,0,K01916,0
2155,5.20594966,1.19E-04,0.19208791,0.5,16,27,K00763,13,FALSE,3.054094076,7.750817776,91,K00763,49.27777778,14,9,FALSE,0,K00763,370901
2156,5.41132723,4.68E-06,0.18479755,0.74444444,17,18,K01440,10,FALSE,0.37756601,5.962357044,91,K01440,29.8,8,8,FALSE,0,K01440,3668
2157,5.09610984,2.20E-04,0.19622811,0.49761905,16,32,K03462,16,FALSE,1.062208056,3.88282299,91,K03462,46.19047619,16,11,FALSE,0,K03462,454553
2158,4.8409611,0.00142993,0.20657055,0.66666667,16,18,K00541,10,FALSE,3.370187998,8.068328857,91,K00541,34.4,8,8,FALSE,0,K00541,2288448
2159,4.41361556,4.37E-04,0.22657161,0.53095238,15,34,K00858,15,FALSE,14.05122757,4.097245216,101,K00858,29.14285714,19,13,FALSE,0,K00858,1616098
2160,4.41361556,4.37E-04,0.22657161,0.53095238,15,34,K00322,15,FALSE,14.05122757,4.097245216,101,K00322,29.14285714,19,13,FALSE,0,K00322,1616098
2161,4.41361556,4.37E-04,0.22657161,0.53095238,15,34,K00323,15,FALSE,14.05122757,4.097245216,101,K00323,29.14285714,19,13,FALSE,0,K00323,1616098
2162,4.57706606,0,0.21848057,1,15,10,K15359,0,FALSE,0.067016996,10.60085583,0,K15359,37.9,10,0,FALSE,0,K15359,0
2163,6.49327995,0,0.15400537,0,17,1,K15357,0,FALSE,1.00E-06,8.527819633,0,K15357,2,1,0,FALSE,0,K15357,0
2164,4.89359268,8.57E-04,0.20434884,0.50649351,16,40,K11121,20,FALSE,2.520544052,3.00581789,91,K11121,27.40909091,20,18,FALSE,0,K11121,2211703
2165,4.38358124,0.00249512,0.22812398,0.37134503,16,31,K02318,17,FALSE,13.25555134,8.30756855,111,K02318,56,14,12,FALSE,0,K02318,10663755
2166,4.39702517,2.40E-04,0.22742649,0.54166667,15,17,K00997,9,FALSE,9.144285202,6.913781166,0,K00997,91.25,8,1,FALSE,0,K00997,853313
2167,4.81464531,6.45E-04,0.20769962,0.33333333,16,15,K08682,7,FALSE,7.711273193,12.30778313,0,K08682,27.76923077,8,2,FALSE,0,K08682,364771
2168,4.64187643,3.52E-04,0.21543012,0.52747253,16,22,K00867,9,FALSE,13.70645046,14.16326141,0,K00867,26.92857143,13,8,FALSE,0,K00867,917809
2169,5.02631579,1.73E-05,0.19895288,0.64545455,17,17,K01598,11,FALSE,8.928092003,13.39235115,111,K01598,26.63636364,6,6,FALSE,0,K01598,21582
2170,5.31264302,2.74E-04,0.18823023,0.66591592,17,44,K01922,37,FALSE,9.836554527,7.445692062,0,K01922,86.45945946,7,7,FALSE,0,K01922,535989
2171,5.05177346,3.17E-05,0.19795029,0.5,16,8,K00077,4,FALSE,0.191523001,8.716355324,2,K00077,26.5,4,4,FALSE,0,K00077,13687
2172,4.4771167,1.36E-04,0.22335804,0.63333333,15,23,K00606,8,FALSE,0.363770992,3.785926104,0,K00606,35.93333333,15,8,FALSE,0,K00606,136239
2173,4.91306834,0,0.20353879,1,16,6,K08069,0,FALSE,0.042631,12.49924564,0,K08069,26.33333333,6,0,FALSE,0,K08069,0
2174,5.02631579,2.25E-06,0.19895288,0.60909091,17,17,K00954,11,FALSE,7.232226849,8.127614021,111,K00954,24.36363636,6,6,FALSE,0,K00954,5128
2175,5.31207094,3.16E-05,0.1882505,0.71428571,17,14,K09722,7,FALSE,1.319761992,10.94546509,0,K09722,22,7,7,FALSE,0,K09722,86281
2176,5.21395881,2.16E-05,0.19179285,0.5,16,8,K06982,4,FALSE,0.043549001,9.583850861,2,K06982,24.5,4,4,FALSE,0,K06982,70746
